Product,URL,Angle,Bundle Diameter Max.,Bundle Diameter Min.,Length,Material,Mounting Hole Diameter
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Orange, 160/ctn",https://www.hellermanntyton.us/products/151-03461/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Series 6 Ratchet Clamp, 0.76 - 1.42"" Bundle Dia, PA66HIRHSUV/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-03621/,180 °,36.0 mm,19.4 mm,174.3 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Zinc plated (ZN)",
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 15° Short, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01484/,15 °,36.0 mm,19.4 mm,155.5 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 15° Short, 0.41"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01989/,15 °,36.0 mm,19.4 mm,155.5 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 15° Short, 0.51"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01485/,15 °,36.0 mm,19.4 mm,155.5 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 15° Short, 0.51"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01990/,15 °,36.0 mm,19.4 mm,155.5 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 15° Short, 0.26"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01656/,15 °,36.0 mm,19.4 mm,155.5 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 15° Short, 0.26"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01987/,15 °,36.0 mm,19.4 mm,155.5 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 15° Short, 0.33"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01483/,15 °,36.0 mm,19.4 mm,155.5 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 15° Short, 0.33"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01988/,15 °,36.0 mm,19.4 mm,155.5 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Long, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01481/,180 °,36.0 mm,19.4 mm,207.01 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Long, 0.41"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01985/,180 °,36.0 mm,19.4 mm,207.01 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Long, 0.51"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01482/,180 °,36.0 mm,19.4 mm,207.01 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Long, 0.51"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01986/,180 °,36.0 mm,19.4 mm,207.01 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Long, 0.26"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01655/,180 °,36.0 mm,19.4 mm,207.01 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Long, 0.26"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01983/,180 °,36.0 mm,19.4 mm,207.01 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Long, 0.33"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01480/,180 °,36.0 mm,19.4 mm,207.01 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Long, 0.33"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01984/,180 °,36.0 mm,19.4 mm,207.01 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Med, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01478/,180 °,36.0 mm,19.4 mm,178.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Med, 0.41"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01981/,180 °,36.0 mm,19.4 mm,178.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Med, 0.51"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01479/,180 °,36.0 mm,19.4 mm,178.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Med, 0.51"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01982/,180 °,36.0 mm,19.4 mm,178.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Med, 0.26"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01654/,180 °,36.0 mm,19.4 mm,178.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Med, 0.26"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01979/,180 °,36.0 mm,19.4 mm,178.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Med, 0.33"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01477/,180 °,36.0 mm,19.4 mm,178.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Med, 0.33"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01980/,180 °,36.0 mm,19.4 mm,178.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.41"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01977/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.51"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01476/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.51"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01978/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.26"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01653/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.26"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 3/bg",https://www.hellermanntyton.us/products/151-01672/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.26"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 20/bg",https://www.hellermanntyton.us/products/151-03041/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.26"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01975/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.33"" Hole Dia, PA666V0/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-03014/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6/6, V0 (PA666V0);Steel (ST);Zinc plated (ZN)",8.4 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.33"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01474/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.33"" Hole Dia, PA666V0/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-02737/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6/6, V0 (PA666V0);Stainless Steel (SS304)",8.4 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 180° Short, 0.33"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01976/,180 °,36.0 mm,19.4 mm,156.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Long, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01490/,30 °,36.0 mm,19.4 mm,190.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Long, 0.41"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01997/,30 °,36.0 mm,19.4 mm,190.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Long, 0.51"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01491/,30 °,36.0 mm,19.4 mm,190.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Long, 0.51"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01998/,30 °,36.0 mm,19.4 mm,190.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Long, 0.26"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01658/,30 °,36.0 mm,19.4 mm,190.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Long, 0.26"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01995/,30 °,36.0 mm,19.4 mm,190.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Long, 0.33"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01489/,30 °,36.0 mm,19.4 mm,190.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Long, 0.33"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01996/,30 °,36.0 mm,19.4 mm,190.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Short, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01487/,30 °,36.0 mm,19.4 mm,153.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Short, 0.41"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01993/,30 °,36.0 mm,19.4 mm,153.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Short, 0.51"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01488/,30 °,36.0 mm,19.4 mm,153.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Short, 0.51"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01994/,30 °,36.0 mm,19.4 mm,153.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Short, 0.26"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01657/,30 °,36.0 mm,19.4 mm,153.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Short, 0.26"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01991/,30 °,36.0 mm,19.4 mm,153.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Short, 0.33"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01486/,30 °,36.0 mm,19.4 mm,153.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 30° Short, 0.33"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01992/,30 °,36.0 mm,19.4 mm,153.4 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Long, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01496/,90 °,36.0 mm,19.4 mm,169.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Long, 0.41"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-02006/,90 °,36.0 mm,19.4 mm,169.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Long, 0.51"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01497/,90 °,36.0 mm,19.4 mm,169.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Long, 0.51"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-02007/,90 °,36.0 mm,19.4 mm,169.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Long, 0.26"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01660/,90 °,36.0 mm,19.4 mm,169.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Long, 0.26"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-02004/,90 °,36.0 mm,19.4 mm,169.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Long, 0.33"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-01495/,90 °,36.0 mm,19.4 mm,169.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Long, 0.33"" Hole Dia, PA66HIRHSUV/SS304, Black, 140/ctn",https://www.hellermanntyton.us/products/151-02005/,90 °,36.0 mm,19.4 mm,169.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Short, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01493/,90 °,36.0 mm,19.4 mm,141.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Short, 0.41"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-02002/,90 °,36.0 mm,19.4 mm,141.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",10.29 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Short, 0.26"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01659/,90 °,36.0 mm,19.4 mm,141.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Short, 0.26"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01999/,90 °,36.0 mm,19.4 mm,141.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",6.5 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Short, 0.33"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-02001/,90 °,36.0 mm,19.4 mm,141.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",8.31 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Short, 0.51"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01494/,90 °,36.0 mm,19.4 mm,141.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",12.95 mm
"Ratchet P-Clamp, 0.76 - 1.42"" Bundle Dia, 90° Short, 0.51"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-02003/,90 °,36.0 mm,19.4 mm,141.8 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",12.95 mm
"Ratchet P-Clamp, 1.38 - 2.01"" Bundle Dia, 180° Short, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01501/,180 °,51.0 mm,36.0 mm,181.5 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Ratchet P-Clamp, 1.42 - 2.0"" Bundle Dia, 180° Short, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 20/bg",https://www.hellermanntyton.us/products/151-03042/,180 °,51.0 mm,36.0 mm,156.1 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Ratchet P-Clamp, 1.38 - 2.01"" Bundle Dia, 180° Short, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Orange, 160/ctn",https://www.hellermanntyton.us/products/151-03462/,180 °,51.0 mm,36.0 mm,181.5 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Series 6 Ratchet Clamp, 1.42 - 2.0"" Bundle Dia, 1.97"" x 1.18"" Hook, PA66HIRHSUV/ZN, Black, 140/ctn",https://www.hellermanntyton.us/products/151-03622/,180 °,51.0 mm,36.0 mm,199.7 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Zinc plated (ZN)",
"Ratchet P-Clamp, 1.38 - 2.01"" Bundle Dia, 15° Short, 0.41"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01510/,15 °,51.0 mm,36.0 mm,180.9 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",10.29 mm
"Ratchet P-Clamp, 1.38 - 2.01"" Bundle Dia, 15° Short, 0.41"" Hole Dia, PA66HIRHSUV/SS304, Black, 160/ctn",https://www.hellermanntyton.us/products/151-02022/,15 °,51.0 mm,36.0 mm,180.9 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Stainless Steel (SS304)",10.29 mm
"Ratchet P-Clamp, 1.38 - 2.01"" Bundle Dia, 15° Short, 0.51"" Hole Dia, PA66HIRHSUV/ST/ZN, Black, 160/ctn",https://www.hellermanntyton.us/products/151-01511/,15 °,51.0 mm,36.0 mm,180.9 mm,"Polyamide 6.6 high impact modified, heat and UV stabilized (PA66HIRHSUV);Steel (ST);Zinc plated (ZN)",12.95 mm
